"date","home_team","away_team","home_score","away_score","tournament"
"1917-09-02","Uruguay","Argentina",1,0,"Copa Newton"
"1917-09-16","Norway","Sweden",0,2,"Friendly"
"1917-09-30","Uruguay","Chile",4,0,"Copa América"
"1917-10-03","Argentina","Brazil",4,2,"Copa América"
"1917-10-06","Argentina","Chile",1,0,"Copa América"
"1917-10-07","Denmark","Norway",12,0,"Friendly"
"1917-10-07","Hungary","Austria",2,1,"Friendly"
"1917-10-07","Uruguay","Brazil",4,0,"Copa América"
"1917-10-12","Brazil","Chile",5,0,"Copa América"
"1917-10-14","Sweden","Denmark",1,2,"Friendly"
"1917-10-14","Uruguay","Argentina",1,0,"Copa América"
"1917-10-16","Uruguay","Brazil",3,1,"Friendly"
"1917-11-04","Austria","Hungary",1,2,"Friendly"
"1917-12-23","Switzerland","Austria",0,1,"Friendly"
"1917-12-26","Switzerland","Austria",3,2,"Friendly"
"1918-04-14","Hungary","Austria",2,0,"Friendly"
"1918-05-09","Austria","Switzerland",5,1,"Friendly"
"1918-05-12","Hungary","Switzerland",2,1,"Friendly"
"1918-05-26","Sweden","Norway",2,0,"Friendly"
"1918-06-02","Austria","Hungary",0,2,"Friendly"
"1918-06-02","Denmark","Sweden",3,0,"Friendly"
"1918-06-16","Norway","Denmark",3,1,"Friendly"
"1918-07-18","Uruguay","Argentina",1,1,"Copa Premio Honor Uruguayo"
"1918-07-28","Uruguay","Argentina",3,1,"Copa Premio Honor Uruguayo"
"1918-08-15","Argentina","Uruguay",0,0,"Copa Premio Honor Argentino"
"1918-08-25","Argentina","Uruguay",2,1,"Copa Premio Honor Argentino"
"1918-09-15","Norway","Sweden",2,1,"Friendly"
"1918-09-20","Uruguay","Argentina",1,1,"Copa Lipton"
"1918-09-29","Argentina","Uruguay",2,0,"Copa Newton"
"1918-10-06","Austria","Hungary",0,3,"Friendly"
"1918-10-06","Denmark","Norway",4,0,"Friendly"
"1918-10-20","Sweden","Denmark",1,2,"Friendly"
"1919-03-09","Belgium","France",2,2,"Friendly"
"1919-04-06","Hungary","Austria",2,1,"Friendly"
"1919-05-11","Brazil","Chile",6,0,"Copa América"
"1919-05-11","Paraguay","Argentina",1,5,"Friendly"
"1919-05-13","Argentina","Uruguay",2,3,"Copa América"
"1919-05-15","Paraguay","Argentina",0,3,"Friendly"
"1919-05-17","Chile","Uruguay",0,2,"Copa América"
"1919-05-18","Brazil","Argentina",3,1,"Copa América"
"1919-05-21","Paraguay","Argentina",1,2,"Friendly"
"1919-05-22","Argentina","Chile",4,1,"Copa América"
"1919-05-24","Paraguay","Argentina",1,2,"Friendly"
"1919-05-26","Brazil","Uruguay",2,2,"Copa América"
"1919-05-29","Brazil","Uruguay",1,0,"Copa América"
"1919-05-29","Sweden","Finland",1,0,"Friendly"
"1919-06-01","Brazil","Argentina",3,3,"Friendly"
"1919-06-05","Denmark","Sweden",3,0,"Friendly"
"1919-06-09","Netherlands","Sweden",3,1,"Friendly"
"1919-06-12","Denmark","Norway",5,1,"Friendly"
"1919-06-29","Norway","Sweden",4,3,"Friendly"
"1919-07-18","Uruguay","Argentina",4,1,"Copa Premio Honor Uruguayo"
"1919-08-24","Sweden","Netherlands",4,1,"Friendly"
"1919-08-24","Uruguay","Argentina",2,1,"Copa Newton"
"1919-08-31","Norway","Netherlands",1,1,"Friendly"
"1919-09-07","Argentina","Uruguay",1,2,"Copa Lipton"
"1919-09-14","Sweden","Norway",1,5,"Friendly"
"1919-09-21","Norway","Denmark",3,2,"Friendly"
"1919-09-28","Finland","Sweden",3,3,"Friendly"
"1919-10-05","Austria","Hungary",2,0,"Friendly"
"1919-10-12","Sweden","Denmark",3,0,"Friendly"
"1919-10-19","Argentina","Uruguay",6,1,"Copa Premio Honor Argentino"
"1919-10-25","Northern Ireland","England",1,1,"British Home Championship"
"1919-11-09","Hungary","Austria",3,2,"Friendly"
"1919-12-07","Uruguay","Argentina",4,2,"Friendly"
"1920-01-18","Italy","France",9,4,"Friendly"
"1920-02-14","Northern Ireland","Wales",2,2,"British Home Championship"
"1920-02-26","Wales","Scotland",1,1,"British Home Championship"
"1920-02-29","Switzerland","France",0,2,"Friendly"
"1920-03-13","Scotland","Northern Ireland",3,0,"British Home Championship"
"1920-03-15","England","Wales",1,2,"British Home Championship"
"1920-03-28","France","Belgium",2,1,"Friendly"
"1920-03-28","Switzerland","Italy",3,0,"Friendly"
"1920-04-05","Netherlands","Denmark",2,0,"Friendly"
"1920-04-10","England","Scotland",5,4,"British Home Championship"
"1920-05-02","Austria","Hungary",2,2,"Friendly"
"1920-05-13","Italy","Netherlands",1,1,"Friendly"
"1920-05-16","Switzerland","Netherlands",2,1,"Friendly"
"1920-05-30","Sweden","Finland",4,0,"Friendly"
"1920-06-06","Sweden","Switzerland",0,1,"Friendly"
"1920-06-13","Norway","Denmark",1,1,"Friendly"
"1920-06-27","Norway","Sweden",0,3,"Friendly"
"1920-06-27","Switzerland","Germany",4,1,"Friendly"
"1920-07-18","Uruguay","Argentina",2,0,"Copa Premio Honor Uruguayo"
"1920-07-25","Argentina","Uruguay",1,3,"Copa Newton"
"1920-08-08","Argentina","Uruguay",1,0,"Copa Premio Honor Argentino"
"1920-09-11","Chile","Brazil",0,1,"Copa América"
"1920-09-12","Uruguay","Argentina",1,1,"Copa América"
"1920-09-18","Brazil","Uruguay",0,6,"Copa América"
"1920-09-19","Finland","Sweden",1,0,"Friendly"
"1920-09-20","Chile","Argentina",1,1,"Copa América"
"1920-09-25","Argentina","Brazil",2,0,"Copa América"
"1920-09-26","Austria","Germany",3,2,"Friendly"
"1920-09-26","Sweden","Norway",0,0,"Friendly"
"1920-10-03","Chile","Uruguay",1,2,"Copa América"
"1920-10-10","Sweden","Denmark",0,2,"Friendly"
"1920-10-17","Finland","Estonia",6,0,"Friendly"
"1920-10-23","England","Northern Ireland",2,0,"British Home Championship"
"1920-10-24","Germany","Hungary",1,0,"Friendly"
"1920-11-07","Hungary","Austria",1,2,"Friendly"
"1921-02-12","Scotland","Wales",2,1,"British Home Championship"
"1921-02-20","France","Italy",1,2,"Friendly"
"1921-02-26","Northern Ireland","Scotland",0,2,"British Home Championship"
"1921-03-06","Belgium","France",3,1,"Friendly"
"1921-03-06","Italy","Switzerland",2,1,"Friendly"
"1921-03-14","Wales","England",0,0,"British Home Championship"
"1921-03-26","Austria","Sweden",2,2,"Friendly"
"1921-04-03","Catalonia","Provence",4,0,"Friendly"
"1921-04-04","Catalonia","Provence",1,0,"Friendly"
"1921-04-07","Paraguay","Argentina",3,1,"Friendly"
"1921-04-09","Scotland","England",3,0,"British Home Championship"
"1921-04-09","Wales","Northern Ireland",2,1,"British Home Championship"
"1921-04-14","Paraguay","Argentina",2,2,"Friendly"
"1921-04-24","Austria","Hungary",4,1,"Friendly"
"1921-05-01","Switzerland","Austria",2,2,"Friendly"
"1921-05-05","Belgium","Italy",2,3,"Friendly"
"1921-05-05","Germany","Austria",3,3,"Friendly"
"1921-05-08","Netherlands","Italy",2,2,"Friendly"
"1921-05-15","Belgium","Netherlands",1,1,"Friendly"
"1921-05-21","Belgium","England",0,2,"Friendly"
"1921-05-25","Norway","Finland",3,2,"Friendly"
"1921-05-29","Sweden","Finland",0,3,"Friendly"
"1921-05-30","Japan","Philippines",0,3,"Friendly"
"1921-06-05","Hungary","Germany",3,0,"Friendly"
"1921-06-12","Denmark","Netherlands",1,1,"Friendly"
"1921-06-19","Norway","Sweden",3,1,"Friendly"
"1921-07-09","Canada","Scotland",0,1,"Friendly"
"1921-07-22","Estonia","Sweden",0,0,"Friendly"
"1921-07-24","Sweden","Austria",1,3,"Friendly"
"1921-07-31","Finland","Austria",2,3,"Friendly"
"1921-08-28","Estonia","Finland",0,3,"Friendly"
"1921-09-14","Costa Rica","El Salvador",7,0,"Friendly"
"1921-09-18","Finland","Germany",3,3,"Friendly"
"1921-09-18","Guatemala","Costa Rica",0,6,"Friendly"
"1921-09-18","Sweden","Norway",0,3,"Friendly"
"1921-10-02","Argentina","Brazil",1,0,"Copa América"
"1921-10-02","Denmark","Norway",3,1,"Friendly"
"1921-10-09","Paraguay","Uruguay",2,1,"Copa América"
"1921-10-09","Sweden","Denmark",0,0,"Friendly"
"1921-10-12","Brazil","Paraguay",3,0,"Copa América"
"1921-10-16","Argentina","Paraguay",3,0,"Copa América"
"1921-10-22","Northern Ireland","England",1,1,"British Home Championship"
"1921-10-23","Brazil","Uruguay",1,2,"Copa América"
"1921-10-28","Czechoslovakia","Yugoslavia",6,1,"Friendly"
"1921-10-30","Argentina","Uruguay",1,0,"Copa América"
"1921-11-02","Uruguay","Paraguay",4,2,"Friendly"
"1921-11-06","Hungary","Sweden",4,2,"Friendly"
"1921-11-06","Switzerland","Italy",1,1,"Friendly"
"1921-11-13","Czechoslovakia","Sweden",2,2,"Friendly"
"1921-11-13","France","Netherlands",0,5,"Friendly"
"1921-12-18","Hungary","Poland",1,0,"Friendly"
"1921-12-18","Spain","Portugal",3,1,"Friendly"
"1922-01-15","France","Belgium",2,1,"Friendly"
"1922-01-15","Italy","Austria",3,3,"Friendly"
"1922-02-04","Wales","Scotland",2,1,"British Home Championship"
"1922-02-26","Italy","Czechoslovakia",1,1,"Friendly"
"1922-03-04","Scotland","Northern Ireland",2,1,"British Home Championship"
"1922-03-12","Brittany","Luxembourg",1,0,"Friendly"
"1922-03-13","England","Wales",1,0,"British Home Championship"
"1922-03-26","Belgium","Netherlands",4,0,"Friendly"
"1922-03-26","Germany","Switzerland",2,2,"Friendly"
"1922-04-08","England","Scotland",0,1,"British Home Championship"
"1922-04-15","Belgium","Denmark",0,0,"Friendly"
"1922-04-17","Netherlands","Denmark",2,0,"Friendly"
"1922-04-23","Austria","Germany",0,2,"Friendly"
"1922-04-30","France","Spain",0,4,"Friendly"
"1922-04-30","Hungary","Austria",1,1,"Friendly"
"1922-05-07","Netherlands","Belgium",1,2,"Friendly"
"1922-05-14","Poland","Hungary",0,3,"Friendly"
"1922-05-21","Italy","Belgium",4,2,"Friendly"
"1922-05-25","Norway","Northern Ireland",2,1,"Friendly"
"1922-05-28","Sweden","Poland",1,2,"Friendly"
"1922-06-05","Finland","Sweden",1,4,"Friendly"
"1922-06-08","Yugoslavia","Romania",1,2,"Friendly"
"1922-06-11","Austria","Switzerland",7,1,"Friendly"
"1922-06-11","Denmark","Czechoslovakia",0,3,"Friendly"
"1922-06-11","Norway","France",7,0,"Friendly"
"1922-06-15","Hungary","Switzerland",1,1,"Friendly"
"1922-06-17","New Zealand","Australia",3,1,"Friendly"
"1922-06-24","New Zealand","Australia",1,1,"Friendly"
"1922-06-28","Yugoslavia","Czechoslovakia",4,3,"Friendly"
"1922-07-02","Germany","Hungary",0,0,"Friendly"
"1922-07-08","New Zealand","Australia",3,1,"Friendly"
"1922-07-09","Sweden","Hungary",1,1,"Friendly"
"1922-07-13","Finland","Hungary",1,5,"Friendly"
"1922-08-11","Finland","Estonia",10,2,"Friendly"
"1922-08-13","Sweden","Czechoslovakia",0,2,"Friendly"
"1922-08-23","Sweden","Norway",0,0,"Friendly"
"1922-08-26","Finland","Norway",1,3,"Friendly"
"1922-09-03","Romania","Poland",1,1,"Friendly"
"1922-09-10","Norway","Denmark",3,3,"Friendly"
"1922-09-17","Brazil","Chile",1,1,"Copa América"
"1922-09-23","Chile","Uruguay",0,2,"Copa América"
"1922-09-24","Austria","Hungary",2,2,"Friendly"
"1922-09-24","Brazil","Paraguay",1,1,"Copa América"
"1922-09-24","Latvia","Estonia",1,1,"Friendly"
"1922-09-24","Norway","Sweden",0,5,"Friendly"
"1922-09-28","Argentina","Chile",4,0,"Copa América"
"1922-10-01","Brazil","Uruguay",0,0,"Copa América"
"1922-10-01","Denmark","Sweden",1,2,"Friendly"
"1922-10-01","Yugoslavia","Poland",1,3,"Friendly"
"1922-10-05","Chile","Paraguay",0,3,"Copa América"
"1922-10-08","Argentina","Uruguay",0,1,"Copa América"
"1922-10-12","Paraguay","Uruguay",1,0,"Copa América"
"1922-10-15","Brazil","Argentina",2,0,"Copa América"
"1922-10-18","Argentina","Paraguay",2,0,"Copa América"
"1922-10-21","England","Northern Ireland",2,0,"British Home Championship"
"1922-10-22","Argentina","Chile",1,0,"Friendly"
"1922-10-22","Brazil","Paraguay",3,0,"Copa América"
"1922-10-22","Brazil","Argentina",2,1,"Copa Roca"
"1922-10-29","Brazil","Paraguay",3,1,"Friendly"
"1922-11-12","Uruguay","Argentina",1,0,"Copa Lipton"
"1922-11-19","Switzerland","Netherlands",5,0,"Friendly"
"1922-11-19","Galicia","Central Spain",4,1,"Friendly"
"1922-11-26","Hungary","Austria",1,2,"Friendly"
"1922-12-03","Italy","Switzerland",2,2,"Friendly"
"1922-12-10","Uruguay","Argentina",1,0,"Copa Premio Honor Uruguayo"
"1922-12-17","Argentina","Uruguay",2,2,"Copa Newton"
"1922-12-17","Portugal","Spain",1,2,"Friendly"
"1923-01-01","Guatemala","Mexico",2,3,"Friendly"
"1923-01-01","Italy","Germany",3,1,"Friendly"
"1923-01-04","Guatemala","Mexico",3,1,"Friendly"
"1923-01-07","Guatemala","Mexico",1,4,"Friendly"
"1923-01-14","Andalusia","Galicia",1,4,"Friendly"
"1923-01-21","Switzerland","Austria",2,0,"Friendly"
"1923-01-28","Spain","France",3,0,"Friendly"
"1923-02-04","Belgium","Spain",1,0,"Friendly"
"1923-02-11","Luxembourg","Brittany",1,4,"Friendly"
"1923-02-25","Belgium","France",4,1,"Friendly"
"1923-02-25","Galicia","Asturias",1,3,"Friendly"
"1923-03-03","Northern Ireland","Scotland",0,1,"British Home Championship"
"1923-03-04","Italy","Hungary",0,0,"Friendly"
"1923-03-05","Wales","England",2,2,"British Home Championship"
"1923-03-11","Switzerland","Hungary",1,6,"Friendly"
"1923-03-17","Scotland","Wales",2,0,"British Home Championship"
"1923-03-19","England","Belgium",6,1,"Friendly"
"1923-04-02","Netherlands","France",8,1,"Friendly"
"1923-04-14","Scotland","England",2,2,"British Home Championship"
"1923-04-14","Wales","Northern Ireland",0,3,"British Home Championship"
"1923-04-15","Austria","Italy",0,0,"Friendly"
"1923-04-22","France","Switzerland",2,2,"Friendly"
"1923-04-29","Netherlands","Belgium",1,1,"Friendly"
"1923-05-06","Austria","Hungary",1,0,"Friendly"
"1923-05-06","Czechoslovakia","Denmark",2,0,"Friendly"
"1923-05-10","France","England",1,4,"Friendly"
"1923-05-10","Germany","Netherlands",0,0,"Friendly"
"1923-05-20","Argentina","Paraguay",0,2,"Copa Chevallier Boutell"
"1923-05-21","Sweden","England",2,4,"Friendly"
"1923-05-22","China PR","Philippines",3,0,"Friendly"
"1923-05-24","Japan","China PR",1,5,"Friendly"
"1923-05-24","Sweden","England",1,3,"Friendly"
"1923-05-25","Argentina","Paraguay",1,0,"Copa Chevallier Boutell"
"1923-05-27","Czechoslovakia","Italy",5,1,"Friendly"
"1923-06-03","Poland","Yugoslavia",1,2,"Friendly"
"1923-06-03","Switzerland","Germany",1,2,"Friendly"
"1923-06-09","Australia","New Zealand",2,1,"Friendly"
"1923-06-10","Romania","Yugoslavia",1,2,"Friendly"
"1923-06-10","Sweden","Austria",4,2,"Friendly"
"1923-06-16","Australia","New Zealand",2,3,"Friendly"
"1923-06-17","Denmark","Switzerland",3,2,"Friendly"
"1923-06-17","Norway","Finland",3,0,"Friendly"
"1923-06-20","Sweden","Finland",5,4,"Friendly"
"1923-06-21","Norway","Switzerland",2,2,"Friendly"
"1923-06-24","Argentina","Uruguay",0,0,"Copa Lipton"
"1923-06-24","Lithuania","Estonia",0,5,"Friendly"
"1923-06-29","Sweden","Germany",2,1,"Friendly"
"1923-06-30","Australia","New Zealand",1,4,"Friendly"
"1923-07-01","Romania","Czechoslovakia",0,6,"Friendly"
"1923-07-15","Argentina","Uruguay",2,2,"Friendly"
"1923-07-22","Uruguay","Argentina",2,2,"Copa Premio Honor Uruguayo"
"1923-07-24","Estonia","Latvia",1,1,"Friendly"
"1923-08-12","Germany","Finland",1,2,"Friendly"
"1923-08-15","Austria","Finland",2,1,"Friendly"
"1923-08-19","Hungary","Finland",3,1,"Friendly"
"1923-09-02","Poland","Romania",1,1,"Friendly"
"1923-09-16","Norway","Sweden",2,3,"Friendly"
"1923-09-18","Estonia","Russia",2,4,"Friendly"
"1923-09-23","Finland","Poland",5,3,"Friendly"
"1923-09-23","Hungary","Austria",2,0,"Friendly"
"1923-09-25","Estonia","Poland",1,4,"Friendly"
"1923-09-30","Denmark","Norway",2,1,"Friendly"
"1923-09-30","Estonia","Finland",2,1,"Friendly"
"1923-09-30","Uruguay","Argentina",0,2,"Copa Premio Honor Uruguayo"
"1923-10-14","Sweden","Denmark",1,3,"Friendly"
"1923-10-20","Northern Ireland","England",2,1,"British Home Championship"
"1923-10-26","Turkey","Romania",2,2,"Friendly"
"1923-10-28","Czechoslovakia","Yugoslavia",4,4,"Friendly"
"1923-10-28","France","Norway",0,2,"Friendly"
"1923-10-28","Hungary","Sweden",2,1,"Friendly"
"1923-10-29","Argentina","Paraguay",4,3,"Copa América"
"1923-11-01","Belgium","England",2,2,"Friendly"
"1923-11-01","Poland","Sweden",2,2,"Friendly"
"1923-11-01","Brittany","Norway",1,5,"Friendly"
"1923-11-04","Germany","Norway",1,0,"Friendly"
"1923-11-04","Uruguay","Paraguay",2,0,"Copa América"
"1923-11-11","Brazil","Paraguay",0,1,"Copa América"
"1923-11-18","Argentina","Brazil",2,1,"Copa América"
"1923-11-22","Brazil","Paraguay",2,0,"Friendly"
"1923-11-25","Netherlands","Switzerland",4,1,"Friendly"
"1923-11-25","Uruguay","Brazil",2,1,"Copa América"
"1923-11-25","Central Spain","Galicia",1,0,"Friendly"
"1923-12-02","Argentina","Brazil",0,2,"Friendly"
"1923-12-02","Uruguay","Argentina",2,0,"Copa América"
"1923-12-09","Argentina","Brazil",2,0,"Copa Roca"
"1923-12-09","Mexico","Guatemala",2,1,"Friendly"
"1923-12-12","Mexico","Guatemala",2,0,"Friendly"
"1923-12-16","Mexico","Guatemala",3,3,"Friendly"
"1923-12-16","Spain","Portugal",3,0,"Friendly"
"1924-01-13","France","Belgium",2,0,"Friendly"
"1924-01-13","Germany","Austria",4,3,"Friendly"
"1924-01-20","Italy","Austria",0,4,"Friendly"
"1924-02-10","Yugoslavia","Austria",1,4,"Friendly"
"1924-02-16","Wales","Scotland",2,0,"British Home Championship"
"1924-03-01","Scotland","Northern Ireland",2,0,"British Home Championship"
"1924-03-03","England","Wales",1,2,"British Home Championship"
"1924-03-09","Italy","Spain",0,0,"Friendly"
"1924-03-13","Catalonia","Spain",0,7,"Friendly"
"1924-03-15","Northern Ireland","Wales",0,1,"British Home Championship"
"1924-03-23","Netherlands","Belgium",1,1,"Friendly"
"1924-03-23","Switzerland","France",3,0,"Friendly"
"1924-03-23","Brittany","Luxembourg",1,1,"Friendly"
"1924-04-06","Aruba","Curaçao",0,4,"Friendly"
"1924-04-06","Hungary","Italy",7,1,"Friendly"
"1924-04-12","England","Scotland",1,1,"British Home Championship"
"1924-04-21","Netherlands","Germany",0,1,"Friendly"
"1924-04-21","Switzerland","Denmark",2,0,"Friendly"
"1924-04-27","Belgium","Netherlands",1,1,"Friendly"
"1924-05-04","Hungary","Austria",2,2,"Friendly"
"1924-05-15","Paraguay","Argentina",1,3,"Copa Chevallier Boutell"
"1924-05-17","France","England",1,3,"Friendly"
"1924-05-18","Paraguay","Argentina",2,1,"Copa Chevallier Boutell"
"1924-05-18","Sweden","Poland",5,1,"Friendly"
"1924-05-18","Switzerland","Hungary",4,2,"Friendly"
"1924-05-20","Austria","Romania",4,1,"Friendly"
"1924-05-21","Austria","Bulgaria",6,0,"Friendly"
"1924-05-25","Argentina","Uruguay",4,0,"Copa Newton"
"1924-05-25","Uruguay","Argentina",2,0,"Copa Lipton"
"1924-05-27","Egypt","Lithuania",10,0,"Friendly"
"1924-06-04","France","Hungary",0,1,"Friendly"
"1924-06-07","Australia","Canada",3,2,"Friendly"
"1924-06-10","Poland","United States",2,3,"Friendly"
"1924-06-14","Australia","Canada",0,1,"Friendly"
